COMUNA,NOMBRE,PARTIDO,PACTO,RELECCIÓN,AÑOS EN EL CARGO,PERIODOS COMO ALCALDE,CANDIDATURAS ANTERIORES * ,FACEBOOK,TWITTER
Rancagua,RICARDO LISBOA ,PH,Más Humanos,No,0,Ninguno,No,,
Rancagua,CARLOS ARELLANO ,DC,Concertación,No,0,Ninguno,"1992, 1996, 2004, 2008",http://www.facebook.com/ArellanoAlcalde,Arellanoalcalde
Rancagua,DAVID LLANCAO ,IND,El cambio por ti,No,0,Ninguno,No,http://www.facebook.com/david.llancao.alcalderancagua,Davidllancao
Rancagua,EDUARDO SOTO ,UDI,Coalición,Sí,4,2008 - 2012,"1996, 2000, 2008",http://facebook.com/edosotor,Alcaldesoto
Ránquil,CARLOS GARRIDO,UDI,Coalición,Sí,4,2008 - 2012,2008,http://www.facebook.com/carlos.g.carcamo,
Ránquil,FELIPE REBOLLEDO ,DC,Concertación,No,0,Ninguno,2008,,Feliperanquil
Rauco,ENRIQUE OLIVARES,PRSD,Por un Chile Justo,No,0,Ninguno,"1992, 1996, 2000, 2008",http://www.facebook.com/Enrique.Olivares.Rauco,
Rauco,PABLO MUÑOZ ,IND,Regionalistas e Independientes,No,0,Ninguno,No,http://www.facebook.com/PabloMunozAlcaldePorRauco,
Rauco,SILVIA ESPINOZA,RN,Coalición,Sí,12,2000-2012,"1992, 1996, 2000, 2004, 2008",,
Recoleta,CELSO CALFULLAN,PI,Igualdad para Chile,No,0,Ninguno,2000,http://www.facebook.com/celso.calfullan,Celsocalfullan
Recoleta,DANIEL JADUE,PC,Por un Chile Justo,No,0,Ninguno,"2004, 2008",http://www.facebook.com/pages/Daniel-Jadue-Alcalde-de-Recoleta-2012,Danieljadue
Recoleta,GONZALO CORNEJO,IND,Sin Pacto,No,8,2000-2008,2000-2004,http://www.facebook.com/gonzalo.cornejo.,Gonzalocornejo
Recoleta,SOL LETELIER,UDI,Coalición,Sí,4,2008-2012,2008,http://www.facebook.com/sol.letelier,Sol_Letelier
Renaico,AURELIO TEJOS,RN,Coalición,No,0,Ninguno,2008,,
Renaico,IVONN MORALES,IND,Sin Pacto,Sí,4,2008-2012,2008,http://www.facebook.com/apoyandoa.ivonnemorales,
Renaico,JUAN CARLOS REINAO,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/juancarlos.reinaomarilao,
Renaico,MIREYA BELTRAN ,IND,Por un Chile Justo,No,0,Ninguno,No,http://facebook.com/propuestasmireyabeltran,
Renca,CRISTIAN BOWEN,DC,Concertación,No,0,Ninguno,No,http://www.facebook.com/cbowen2012,Cristianbowen
Renca,JORGE ROSALES ,PI,Igualdad para Chile,No,0,Ninguno,No,http://www.facebook.com/JorgeRosalesV,Jorgerosalesv
Renca,OSCAR YEVENES,PRO,El cambio por ti,No,0,Ninguno,No,http://www.facebook.com/OscarYevenesAlcaldeYAlexisZunigaConcejalPorRenca,
Renca,VICKY BARAHONA,UDI,Coalición,Sí,12,2000 - 2012,"1996, 2000, 2004, 2008",,
Rengo,MARCO VICUÑA ,IND,Más Humanos,No,0,Ninguno,1996,,
Rengo,CRISTIAN MORALES,IND,El cambio por ti,No,0,Ninguno,No,,
Rengo,CARLOS SOTO ,IND,Concertación,No,0,Ninguno,"1996, 2008",http://www.facebook.com/carlos.sotogonzalez.,
Rengo,MARCOS GATICA ,RN,Coalición,Sí,12,1996 - 2004 / 2008 - 2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/marcos.gaticamunoz,
Rengo,RODRIGO GONZALEZ ,IND,Sin Pacto,No,0,Ninguno,No,,
Requínoa,RUBEN CAVIERES ,UDI,Coalición,No,12,1996-2008,"1996, 2000, 2004, 2008",,
Requínoa,ANTONIO SILVA,IND,Sin Pacto,Sí,4,2008-2012,"1992, 2000, 2008",http://www.facebook.com/antonio.s.vargas.,
Retiro,PATRICIO CONTRERAS,DC,Concertación,Sí,8,2004-2012,"1992, 1996, 2000, 2004, 2008",http://es-la.facebook.com/En-Retiro-Patricio-Contreras-Alcalde-Da-Confianza,
Retiro,RODRIGO RAMIREZ,RN,Coalición,No,0,Ninguno,2008,http://facebook.com/rodrigo.ramirezparra.5,
Rinconada,JUAN GALDAMES,UDI,Coalición,Sí,16,1996-2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/juan.galdames.,
Rinconada,PEDRO CABALLERIA ,DC,Concertación,No,0,Ninguno,2000,,
Río Bueno,LUIS REYES,UDI,Coalición,Sí,4,2008 - 2012,2008,https://www.facebook.com/luisreyes.alcalde,Reyesalcalde
Río Bueno,WALDO FLORES,DC,Concertación,No,14,1992 - 1994 / 1996 - 2008,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/waldo.f.vera,
Río Claro,CLAUDIO GUAJARDO,RN,Coalición,Sí,4,2008 - 2012,2008,https://www.facebook.com/pages/Claudio-Guajardo-Oyarce-Alcalde-De-R%C3%ADo-Claro-2012-2016/308197879211976,
Río Claro,JEANNETTE SANDOVAL ,PS,Concertación,No,0,Ninguno,No,https://www.facebook.com/jeannette.rioclaro?fref=ts,
Río Claro,JOSE LUIS GATICA,IND,Sin Pacto,No,0,Ninguno,No,,
Río Hurtado,GARY VALENZUELA ,RN,Coalición,Sí,16,1992 - 2004 / 2008 - 2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/alcaldegaryvalenzuela.rojas,
Río Hurtado,LIDIA ZAPATA,DC,Concertación,No,0,Ninguno,"1996, 2000, 2004, 2008",,
Río Ibáñez,DANIEL PAVEZ ,DC,Concertación,No,0,Ninguno,No,,
Río Ibáñez,EMILIO ALARCON,UDI,Coalición,Sí,12,2000-2012,"2000, 2004, 2008",,
Río Negro,CARLOS SCHWALM,RN,Coalición,Sí,4,2008-2012,2008,https://www.facebook.com/carlos.schwalmurzua,
Río Negro,PEDRO CARREÑO,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/PedroCarrenoAlcaldeRioNegro2012,
Río Verde,JULIO SOTO ,IND,Sin Pacto,No,0,Ninguno,No,,
Río Verde,TATIANA VASQUEZ,UDI,Coalición,Sí,18,1992-1994/1996-2012,"1992, 1996, 2000, 2004, 2008",,
Romeral,CARLOS VERGARA,IND,Concertación,No,0,Ninguno,No,https://www.facebook.com/pages/Act%C3%ADvate-Es-La-Hora-Del-Cambio-Carlos-Vergara-Alcalde/255618537791841,
Romeral,SEGUNDO CONTARDO ,RN,Coalición,No,10,1994 - 2004,"1992, 1996, 2000, 2004",https://www.facebook.com/segundo.contardogaldames,
Romeral,MARISOL TORRES,IND,Sin Pacto,No,0,Ninguno,No,,
Saavedra,GIOCONDA ESPEJO ,RN,Coalición,No,0,Ninguno,No,,
Saavedra,RICARDO TRIPAINAO,PPD,Por un Chile Justo,No,8,2004 - 2012,"2004, 2008",,
Saavedra,GUIDO CANCINO,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/GuidoAlcaldeSaavedra,guidomarcancino
Saavedra,JUAN PAILLAFIL,IND,Sin Pacto,No,0,Ninguno,"2004, 2008",https://www.facebook.com/juanpaillafil.alcalde,
Saavedra,DOMINGO ÑANCUPIL,IND,El cambio por ti,No,0,Ninguno,"2000, 2004",https://www.facebook.com/domingonancupil.Alcalde,
Sagrada Familia,FRANCISCO MELENDEZ,PS,Concertación,Sí,16,1996 - 2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/pages/Alcalde-Francisco-Melendez-Rojas/104358342985194,
Sagrada Familia,MARTIN ARRIAGADA ,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/alcaldesagradafamilia,
Sagrada Familia,JUAN GUAJARDO,IND,Sin Pacto,No,0,Ninguno,2008,,
Salamanca,GERARDO ROJAS,PPD,Por un Chile Justo,Sí,10,1992-1994/2004-2012,"1992, 2000, 2004, 2008",,
Salamanca,OMAR ALAMOS ,RN,Coalición,No,0,Ninguno,No,,
Salamanca,IVAN MARTINEZ,IND,Sin Pacto,No,0,Ninguno,No,,
San Antonio,OMAR VERA,IND,Por un Chile Justo,Sí,8,2004-2012,"2004, 2008",https://www.facebook.com/omar.veraalcalde,Omar_vera
San Antonio,RODOLFO TORREALBA,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/people/Rodolfo-Torrealba-Alcalde/100004263934684,Rtorrealbae
San Bernardo,JUAN VILLAVICENCIO,PH,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/juandomingo.villavicenciopasten,
San Bernardo,LEONARDO SOTO,PS,Concertación,No,0,Ninguno,No,https://www.facebook.com/pages/Leonardo-Soto-Alcalde-2012/278328588870268,Leosotoalcalde
San Bernardo,NICOLAS HENRIQUEZ,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/nicolashenriquez.alcaldesanbernardo,Nicolas_Alcalde
San Bernardo,NORA CUEVAS ,UDI,Coalición,Sí,4,2008-2012,"1996, 2000, 2008",https://www.facebook.com/pages/Alcaldesa-Nora-Cuevas/380101635395477?fref=ts,Nora_Cuevas
San Bernardo,ROXANA MIRANDA ,PI,Igualdad para Chile,No,0,Ninguno,2008,https://www.facebook.com/roxana.mirandameneses,
San Carlos,FELIPE LETELIER,PPD,Por un Chile Justo,No,0,Ninguno,No,,letelier2012
San Carlos,HUGO GEBRIE,RN,Coalición,Sí,4,2008 - 2012,"2004, 2008",https://www.facebook.com/hugo.gebrie,
San Carlos,PEDRO MENDEZ ,IND,Sin Pacto,No,0,Ninguno,No,,
San Clemente,JUAN ROJAS ,DC,Concertación,No,10,1992 - 1994 / 1996 - 2000 / 2004 - 2008,"1992, 1996, 2000, 2004",,
San Clemente,OSCAR GALVEZ ,RN,Coalición,Sí,4,2008 - 2012,"1992, 1996, 2000, 2008",,
San Clemente,LAUTARO GARRIDO,IND,Sin Pacto,No,0,Ninguno,1996,,
San Esteban,GABRIEL BIANCHINI,RN,Coalición,No,0,Ninguno,No,,
San Esteban,RENE MARDONES ,IND,Sin Pacto,Sí,8,2004 - 2012,"2000, 2004, 2008",,
San Esteban,RODOLFO RIOS,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/rodolfoisaac.rr,
San Fabián,CRISTIAN FERNANDEZ,PPD,Por un Chile Justo,Sí,8,2004-2012,"2004, 2008",,Alcaldecristian
San Fabián,LORENA JARDUA,IND,Coalición,No,0,Ninguno,2008,https://www.facebook.com/pages/Lorena-Alejandra-Jardua-Campos/17131087279?v=info,Jarduacampos
San Felipe,JAIME AMAR,RN,Coalición,Si,18,1994-2012,"1992, 1996, 2000, 2004, 2008",,Jaimeamar
San Felipe,PATRICIO FREIRE ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/patricio.freirecanto,PatoFreireCanto
San Felipe,ROLANDO STEVENSON,IND,Concertación,No,0,Ninguno,"1996, 2000, 2008",,
San Felipe,OSCAR MARIN,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/pages/Oscar-Mar%C3%ADn-Mart%C3%ADnez/316980938382354,oscar_marn
San Fernando,GUSTAVO VALDERRAMA,UDI,Coalición,No,0,Ninguno,1992,https://www.facebook.com/gustavo.valderramacalvo,Valderrama_2012
San Fernando,JUAN PAULO MOLINA,DC,Concertación,8,8,2008-2012,"2004, 2008",https://www.facebook.com/juan.p.molina.904,
San Fernando,HECTOR PEREZ ,IND,El cambio por ti,No,0,Ninguno,2000,,
San Fernando,LUIS BERWART,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/luisberwartalcalde2012,
San Fernando,JUSTINO VASQUEZ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/justinovasquez.alcaldesanfernando,Justinovasquez
San Gregorio,CARLOS HURTADO,RN,Coalición,No,0,Ninguno,No,,
San Gregorio,EDGAR CARCAMO ,IND,Sin Pacto,No,4,2000 - 2004,"1996, 2000, 2004, 2008 ",https://www.facebook.com/GaryCarcamoAlcalde?filter=3,
San Gregorio,FLOR RAUQUE,PH,Más Humanos,No,0,Ninguno,No,,
San Gregorio,MOISES OJEDA,PS,Concertación,No,0,Ninguno,No,,
San Gregorio,HECTOR VARGAS,IND,Sin Pacto,No,0,Ninguno,No,,
San Gregorio,AQUILES BARRIA,IND,Sin Pacto,No,0,Ninguno,"1992, 1996, 2000, 2008",https://www.facebook.com/AquilesBarria2012,
San Ignacio,NELSON AEDO,UDI,Coalición,No,8,2000 - 2008,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/nelsonaedoalcalde.sanignacio,
San Ignacio,ORLANDO BARSOCCHINI,IND,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/orlando.barsocchinirobert?fref=ts,
San Ignacio,WILSON OLIVARES ,PRSD,Por un Chile Justo,Sí,4,2008 - 2012,2008,https://www.facebook.com/wilson.olivares.58,
San Javier,HÉCTOR DIAZ,IND,Más Humanos,No,0,Ninguno,No,,
San Javier,CARLOS PRADO ,IND,Sin Pacto,No,0,Ninguno,No,,
San Javier,CECILIA PARHAM,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/Cecilia-Parham-Alcaldesa/394456983942667,Ceciliaparham
San Javier,PEDRO FERNANDEZ,DC,Concertación,Sí,16,1992 - 1996 / 2000 - 2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/pages/Alcalde-Pedro-Fernandez-Ch%C3%A1varri/276716425772041,
San Joaquín,SALVADOR OJEDA ,PH,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/salvador.i.vasquez,
San Joaquín,ALONSO PEREZ DE ARCE,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/P%C3%A9rez-de-Arce-Alcalde-de-San-Joaqu%C3%ADn-2012/175340389202323,Perezdearce2012
San Joaquín,SERGIO ECHEVERRIA,IND,Por un Chile Justo,Si,8,2004-2012,"2000, 2004, 2008",,secheverriag
San José de Maipo,JUAN CARLOS EDWARDS,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/juancarlos.edwardsvergara,
San José de Maipo,JULIO CARRILLO,IND,Regionalistas e Independientes,No,0,Ninguno,No,,
San José de Maipo,LUIS PEZOA ,RN,Coalición,Sí,4,2008-2012,2008,https://www.facebook.com/alcaldeluis.pezoaalvarez,Alcaldepezoa
San José de Maipo,LUIS VARGAS,PS,Concertación,No,0,Ninguno,2008,https://www.facebook.com/luis.vargasalcalde,Luisvargassjm
San José de Maipo,VICTOR CACERES ,IND,Más Humanos,No,8,1996-2000/2004-2008,"1992, 1996, 2000, 2004",,
San José de Maipo,MIGUEL MARQUEZ,IND,Sin Pacto,No,8,1992-1996/2000-2004,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/miguel.marquezolivares?ref=ts&fref=ts,
San José de Maipo,JUAN CARLOS AGUIRRE,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/juancarlosaguirrel.alcalde,
San Juan de la Costa,BERNARDO CANDIA ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/BernardoCandiaAlcalde,Bernardocandia
San Juan de la Costa,JAVIER OYARZO,IND,Coalición,Sí,18,1994-2012,"1992, 1996, 2000, 2004, 2008",,
San Miguel,CLAUDIO ESCOBAR,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/claudiohernan.andahur?ref=ts&fref=ts,escobar20121
San Miguel,CARLA MIX ,MAS,Más Humanos,No,0,Ninguno,No,,
San Miguel,JULIO MUÑOZ,IND,Regionalistas e Independientes,No,0,Ninguno,No,,
San Miguel,JULIO PALESTRO,PS,Concertación,Sí,8,2004 - 2012,"2000, 2004, 2008",https://www.facebook.com/pages/Alcalde-palestro-2012/499359260078811,Alcaldepalestro
San Miguel,RODRIGO BARRIENTOS,RN,Coalición,No,0,Ninguno,2000,https://www.facebook.com/rodrigo.guardaalcalde.9,
San Nicolás,VICTOR RICE,IND,Coalición,No,0,Ninguno,2000,,
San Nicolás,VICTOR TORO ,DC,Concertación,Sí,16,1996 - 2012,"1996, 2000, 2004, 2008",,
San Pablo,MARGARITA PROBOSTE ,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/mprobostepavez,
San Pablo,OMAR ALVARADO,DC,Concertación,Sí,18,1992 - 1994 / 1996 - 2012,"1992, 1996, 2000, 2004, 2008",,
San Pedro,FLORENTINO FLORES,DC,Concertación,Sí,16,1992-2004/2008-2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/alcaldeflorentino.floresarmijo,
San Pedro,MANUEL DEVIA ,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/manueldevia2012?ref=ts&fref=ts,Manueldevia2012
San Pedro,SOLEDAD REYES ,PRI,Regionalistas e Independientes,No,0,Ninguno,No,,
San Pedro de Atacama,ROLANDO HUMIRE ,IND,Sin Pacto,No,0,Ninguno,No,,rolandohumire
San Pedro de Atacama,ALIRO CATUR ,IND,Coalición,No,0,Ninguno,"2004, 2008",https://www.facebook.com/marinoaliro.caturzuleta,
San Pedro de Atacama,ANGELICA CABALLERO ,IND,Chile está en otra,No,0,Ninguno,No,https://www.facebook.com/AngelicaDelPueblo?filter=1,
San Pedro de Atacama,JULIO RAMOS,IND,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/JulioRamosOssandonAlcalde20122015,
San Pedro de Atacama,MANUEL CORTES,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/pages/Manuel-Cortes-Alcalde-Independiente-por-San-Pedro-de-Atacama/177760652360127?ref=ts&fref=ts,
San Pedro de Atacama,MARIELA ESPINDOLA,IND,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/mariela.e.cruz.5,
San Pedro de Atacama,SANDRA BERNA ,DC,Concertación,Sí,18,1994-2012,"1992, 1996, 2000, 2004, 2008",,
San Pedro de la Paz,ALVARO RIVAS ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/alcalde.alvarorivas,Alcalderivas
San Pedro de la Paz,FELIX GONZALEZ,IND,Sin Pacto,No,0,Ninguno,"1996, 2008",https://www.facebook.com/ecoalcalde,
San Pedro de la Paz,JAIME SOTO,PS,Concertación,No,12,1996-2008,"1996, 2000, 2004, 2008",https://www.facebook.com/jaimesoto.alcalde,Jaimesotoalcald
San Pedro de la Paz,SANDRA ERMANN,UDI,Coalición,No,0,Ninguno,2004,https://www.facebook.com/sandraermann?ref=ts&fref=ts,Sandraermann
San Pedro de la Paz,AUDITO RETAMAL,IND,Sin Pacto,Sí,4,2008-2012,"2000, 2008",https://www.facebook.com/auditoretamal.alcalde.5,AlcaldeAudito
San Rafael,ALFREDO BASTIAS,PRI,Regionalistas e Independientes,No,0,Ninguno,"1996, 2000",,
San Rafael,ALFREDO SCHORR ,IND,Sin Pacto,No,0,Ninguno,2000,,
San Rafael,CLAUDIA DIAZ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/claudiadiazbravo,
San Rafael,PATRICIO POBLETE,UDI,Coalición,Sí,4,2008 - 2012,"2000, 2004, 2008",,
San Rafael,ROBERTO CORTES ,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.corobertocortesaravena,
San Ramón,MIGUEL ANGEL PINO,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/miguelpino,
San Ramón,MIGUEL AGUILERA ,PS,Concertación,No,0,Ninguno,"1992, 1996, 2000",https://www.facebook.com/miguelaguileraelnuevoalcalde,
San Ramón,MIGUEL GARRIDO,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/miguelangelgarridoaguero,alcaldegarrido!!!
San Ramón,JESUS CABEDO,IND,Sin Pacto,No,0,Ninguno,"1992, 1996, 2000, 2004, 2008",,
San Ramón,VICTORIA ESCOBAR,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/victoriaescobarmora,
San Rosendo,DUVERLIS VALENZUELA,RN,Coalición,Sí,8,1996 - 2000 / 2008 - 2012,"1992, 1996, 2000, 2004, 2008",,
San Rosendo,RADOMIRO VILLARROEL,IND,Sin Pacto,No,0,Ninguno,2008,https://www.facebook.com/radomiroeduardovillarroelproboste,
San Rosendo,OVIDIO SEPULVEDA ,DC,Concertación,No,8,2000 - 2008,"1996, 2000, 2004,2008",https://www.facebook.com/ovidiosepulvedasanmartin,
San Vicente,JAIME GONZALEZ ,PS,Concertación,No,0,Ninguno,No,,
San Vicente,VIRGINIA TRONCOSO,UDI,Coalición,Sí,12,2000-2012,"1992, 1996, 2000, 2004, 2008",,
San Vicente,EDINSON TORO ROJAS,IND,Sin Pacto,No,0,Ninguno,"1996, 2000",https://www.facebook.com/edinsontororojas,edinsontoro2012
Santa Bárbara,DANIEL IRAIRA,IND,Coalición,Sí,8,2004-2012,"2000, 2004, 2008",https://www.facebook.com/danielirairasagredoalcalde,
Santa Bárbara,CRISTIAN OSES,IND,Sin Pacto,No,0,Ninguno,No,,alcalde_iraira
Santa Bárbara,DANIEL SALAMANCA ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/danielsalamancaalcalde,danielconcejal
Santa Cruz,HECTOR VALENZUELA ,PS,Concertación,Sí,16,1992-2000/2004-2008,"1992, 1996, 2000, 2004, 2008",,
Santa Cruz,WILLIAM AREVALO,IND,Coalición,No,0,Ninguno,No,,
Santa Juana,ANGEL CASTRO ,DC,Concertación,Sí,12,2000 - 2012,"1996, 2000, 2004, 2008",https://www.facebook.com/angelcastromedina,
Santa Juana,FRANCISCO SOTO,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/franciscosotorecabal,
Santa Juana,LEONIDAS VALENCIA,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/leonidasvalencia,
Santa María,CARLA CAICEO,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/carlacaiceoleon,Carlacaiceo
Santa María,CLAUDIO ZURITA,PPD,Por un Chile Justo,Sí,8,2004 - 2012,"2000, 2004, 2008",,
Santo Domingo,FERNANDO RODRIGUEZ ,UDI,Coalición,Sí,20,1992 - 2012,"1992, 1996, 2000, 2004, 2008",,
Santiago,CAROLINA TOHA ,PPD,Por un Chile Justo,No,0,Ninguno,No,https://www.facebook.com/toháporsantiago,Carolina_Toha
Santiago,IVAN CARRASCO ,PI,Igualdad para Chile,No,0,Ninguno,No,https://www.facebook.com/ivancarrascoalcaldeporsantiago,Ivancarrascom
Santiago,MARIO AGUILAR,PH,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/marioaguilar,Aguilarmario
Santiago,PABLO ZALAQUETT ,UDI,Coalición,Sí,4,2008-2012,2008,https://www.facebook.com/pablozalaquetts,Pablozalaquetts
Santiago,WALDO MORA,IND,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/waldomoralongacandidatoalcalde,WaldomoraL
Sierra Gorda,GUILLERMO SAGAL ,IND,Sin Pacto,No,0,Ninguno,No,,
Sierra Gorda,JOSE GUERRERO,IND,Concertación,Sí,4,2008-2012,"2000, 2004, 2008",,
Sierra Gorda,JUAN PABLO ARRIAGADA,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/juanpablo.sierragorda,Juanpaarriagada
Sierra Gorda,JULIO ECHEVERRIA,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/julioecheverriarivera,
Talagante, RAUL LEIVA,IND,Concertación,Sí,4,2008 - 2012,2008,https://www.facebook.com/raulleiva,Raulleiva
Talagante,LUCY SALINAS ,UDI,Coalición,No,8,1996 - 2004,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/lucysalinaslopez,
Talca, JUAN CARLOS MARCHANT,IND,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/juancarlosmarchant,
Talca,ALEXIS SEPULVEDA,PRSD,Por un Chile Justo,No,0,Ninguno,2008,https://www.facebook.com/alexisedgardosepulvedasoto,Alexisalcalde
Talca,JUAN CASTRO,IND,Coalición,Sí,4,2008 - 2012,2008,https://www.facebook.com/juancastroprieto,Juancastrotalca
Talca,IVÁN SEPÚLVEDA,PH,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/ivansepulveda,
Talca,LORENA TAPIA ,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/lorenasoledadtapiacontreras,Ltapiacontreras
Talcahuano,CRISTIAN LAGOS ,IND,Sin Pacto,No,0,Ninguno,No,,
Talcahuano,GASTON SAAVEDRA,PS,Concertación,Sí,4,2008 - 2012,"1996, 2000, 2008",https://www.facebook.com/gastónsaavedra,
Talcahuano,HECTOR POBLETE,IND,Sin Pacto,No,0,Ninguno,No,,
Talcahuano,HENRY CAMPOS,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/henrycamposcoa,Henrycamposcoa
Talcahuano,PATRICIO ROJAS,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/patriciorojascandidatoindependiente,
Taltal,CARLOS CASAREGGIO,UDI,Coalición,No,0,Ninguno,"1992, 1996, 2000",,
Taltal,HORTENSIA AVENDAÑO,PRO,El cambio por ti,No,0,Ninguno,No,,
Taltal,JUAN MEDIANO ,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/juan.mediano.alcalde,
Taltal,LUIS VALENZUELA ,IND,Sin Pacto,No,0,Ninguno,2008,,
Taltal,SERGIO ORELLANA,PRSD,Por un Chile Justo,No,0,Ninguno,No,,
Taltal,GUILLERMO HIDALGO,PS,Concertación,Sí,20,1992-2012,"1992, 1996, 2000, 2004, 2008",,
Temuco,FRANCISCO HUENCHUMILLA,DC,Concertación,No,4,2004-2008,2004,http://www.facebook.com/Francisco-Huenchumilla-Alcalde,Temucoengrande
Temuco,GENOVEVA SEPULVEDA ,IND,Sin Pacto,No,0,Ninguno,"1992, 1996, 2000",http://www.facebook.com/GenovevaAlcaldesa,Genovevatemuco
Temuco,MIGUEL BECKER,RN,Coalición,Sí,4,2008-2012,"2004, 2008",http://www.facebook.com/BeckerAlcalde,BeckerAlcalde
Temuco,ELENA VARELA ,IND,Más Humanos,No,0,Ninguno,No,http://www.facebook.com/elena.varela.,
Teno,SANDRA VALENZUELA,UDI,Coalición,Sí,4,2008-2012,2008,,
Teno,JUAN CRISTI ,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/JuanCristiAlcalde,
Teodoro Schmidt,ALFREDO RIQUELME ,PPD,Por un Chile Justo,No,4,2004-2008,"2000, 2004, 2008",,
Teodoro Schmidt,YOLANDA PEZO,RN,Coalición,Sí,12,1996-2004/2008-2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/yolanda.pezo.9,
Tierra Amarilla,CARLOS BARAHONA,IND,Coalición,Sí,4,2008 - 2012,2008,,
Tierra Amarilla,JORGE HIDALGO,PPD,Por un Chile Justo,No,0,Ninguno,No,https://www.facebook.com/HidalgoAlcalde2012,Concejalhidalgo
Tierra Amarilla,OSVALDO DELGADO,PRO,El cambio por ti,No,0,Ninguno,2008,http://www.facebook.com/osvaldo.delgadoquevedo,
Tiltil,NELSON ORELLANA ,IND,Coalición,No,0,Ninguno,2004,,concejaltiltil
Tiltil,SALVADOR DELGADILLO,PC,Por un Chile Justo,Sí,8,2004 - 2012,"1996, 2000, 2004, 2008",https://www.facebook.com/salvadordelgadillo,
Tiltil,DENIS GUERRERO,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/denisguerreroceballos,denisgue
Tiltil,JAIME YOVANOVIC,IND,Sin Pacto,No,0,Ninguno,No,,
Tiltil,JOSE CARREÑO,IND,Sin Pacto,No,0,Ninguno,2008,https://www.facebook.com/josecarreñogamonal,
Timaukel,ALFONSO SIMUNOVIC,IND,Coalición,No,16,1992 - 2008,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/alfonsosimunovic,
Timaukel,EVA GUINAO ,IND,Sin Pacto,No,0,Ninguno,No,,
